timestamp,branch,transaction_type,txn_count,fraud_alerts,blocked_txns,fraud_loss,risk_level
2025-08-15 03:10:00+00:00,SG-JURONG,PAYMENT,47,1,1,0.0,Low
2025-08-15 03:10:00+00:00,SG-JURONG,WITHDRAWAL,23,0,0,0.0,Low
2025-08-15 03:10:00+00:00,SG-WOODLANDS,TRANSFER,32,0,0,0.0,Low
2025-08-15 03:10:00+00:00,SG-WOODLANDS,PAYMENT,33,1,1,0.0,Low
2025-08-15 03:10:00+00:00,SG-WOODLANDS,WITHDRAWAL,25,0,0,0.0,Low
2025-08-15 03:20:00+00:00,SG-MAIN,TRANSFER,43,0,0,0.0,Low
2025-08-15 03:20:00+00:00,SG-MAIN,PAYMENT,52,1,1,0.0,Low
2025-08-15 03:20:00+00:00,SG-MAIN,WITHDRAWAL,29,1,1,0.0,Low
2025-08-15 03:20:00+00:00,SG-TAMP,TRANSFER,31,0,0,0.0,Low
2025-08-15 03:20:00+00:00,SG-TAMP,PAYMENT,50,0,0,0.0,Low
2025-08-15 03:20:00+00:00,SG-TAMP,WITHDRAWAL,24,0,0,0.0,Low
2025-08-15 03:20:00+00:00,SG-ORCHARD,TRANSFER,31,1,1,0.0,Low
2025-08-15 03:20:00+00:00,SG-ORCHARD,PAYMENT,58,0,0,0.0,Low
2025-08-15 03:20:00+00:00,SG-ORCHARD,WITHDRAWAL,36,0,0,0.0,Low
2025-08-15 03:20:00+00:00,SG-JURONG,TRANSFER,41,0,0,0.0,Low
2025-08-15 03:20:00+00:00,SG-JURONG,PAYMENT,44,0,0,0.0,Low
2025-08-15 03:20:00+00:00,SG-JURONG,WITHDRAWAL,20,0,0,0.0,Low
2025-08-15 03:20:00+00:00,SG-WOODLANDS,TRANSFER,27,0,0,0.0,Low
2025-08-15 03:20:00+00:00,SG-WOODLANDS,PAYMENT,48,0,0,0.0,Low
2025-08-15 03:20:00+00:00,SG-WOODLANDS,WITHDRAWAL,13,0,0,0.0,Low
2025-08-15 03:30:00+00:00,SG-MAIN,TRANSFER,37,2,0,588.15,Low
2025-08-15 03:30:00+00:00,SG-MAIN,PAYMENT,39,0,0,0.0,Low
2025-08-15 03:30:00+00:00,SG-MAIN,WITHDRAWAL,35,1,1,0.0,Low
2025-08-15 03:30:00+00:00,SG-TAMP,TRANSFER,30,2,1,1474.4,Low
2025-08-15 03:30:00+00:00,SG-TAMP,PAYMENT,45,2,2,0.0,Low
2025-08-15 03:30:00+00:00,SG-TAMP,WITHDRAWAL,24,0,0,0.0,Low
2025-08-15 03:30:00+00:00,SG-ORCHARD,TRANSFER,31,0,0,0.0,Low
2025-08-15 03:30:00+00:00,SG-ORCHARD,PAYMENT,57,0,0,0.0,Low
2025-08-15 03:30:00+00:00,SG-ORCHARD,WITHDRAWAL,27,1,0,1687.07,Low
2025-08-15 03:30:00+00:00,SG-JURONG,TRANSFER,28,0,0,0.0,Low
2025-08-15 03:30:00+00:00,SG-JURONG,PAYMENT,44,0,0,0.0,Low
2025-08-15 03:30:00+00:00,SG-JURONG,WITHDRAWAL,26,0,0,0.0,Low
2025-08-15 03:30:00+00:00,SG-WOODLANDS,TRANSFER,27,0,0,0.0,Low
2025-08-15 03:30:00+00:00,SG-WOODLANDS,PAYMENT,45,0,0,0.0,Low
2025-08-15 03:30:00+00:00,SG-WOODLANDS,WITHDRAWAL,24,0,0,0.0,Low
2025-08-15 03:40:00+00:00,SG-MAIN,TRANSFER,37,0,0,0.0,Low
2025-08-15 03:40:00+00:00,SG-MAIN,PAYMENT,64,2,1,127.76,Low
2025-08-15 03:40:00+00:00,SG-MAIN,WITHDRAWAL,30,1,0,953.98,Low
2025-08-15 03:40:00+00:00,SG-TAMP,TRANSFER,31,1,1,0.0,Low
2025-08-15 03:40:00+00:00,SG-TAMP,PAYMENT,54,0,0,0.0,Low
2025-08-15 03:40:00+00:00,SG-TAMP,WITHDRAWAL,22,1,1,0.0,Low
2025-08-15 03:40:00+00:00,SG-ORCHARD,TRANSFER,28,2,2,0.0,Low
2025-08-15 03:40:00+00:00,SG-ORCHARD,PAYMENT,38,0,0,0.0,Low
2025-08-15 03:40:00+00:00,SG-ORCHARD,WITHDRAWAL,30,0,0,0.0,Low
2025-08-15 03:40:00+00:00,SG-JURONG,TRANSFER,29,1,0,597.79,Low
2025-08-15 03:40:00+00:00,SG-JURONG,PAYMENT,39,0,0,0.0,Low
2025-08-15 03:40:00+00:00,SG-JURONG,WITHDRAWAL,25,0,0,0.0,Low
2025-08-15 03:40:00+00:00,SG-WOODLANDS,TRANSFER,22,0,0,0.0,Low
2025-08-15 03:40:00+00:00,SG-WOODLANDS,PAYMENT,43,0,0,0.0,Low
2025-08-15 03:40:00+00:00,SG-WOODLANDS,WITHDRAWAL,24,0,0,0.0,Low
2025-08-15 03:50:00+00:00,SG-MAIN,TRANSFER,29,0,0,0.0,Low
2025-08-15 03:50:00+00:00,SG-MAIN,PAYMENT,65,1,0,255.64,Low
2025-08-15 03:50:00+00:00,SG-MAIN,WITHDRAWAL,31,1,1,0.0,Low
2025-08-15 03:50:00+00:00,SG-TAMP,TRANSFER,31,1,0,1730.63,Low
2025-08-15 03:50:00+00:00,SG-TAMP,PAYMENT,41,0,0,0.0,Low
2025-08-15 03:50:00+00:00,SG-TAMP,WITHDRAWAL,36,0,0,0.0,Low
2025-08-15 03:50:00+00:00,SG-ORCHARD,TRANSFER,28,2,1,787.35,Low
2025-08-15 03:50:00+00:00,SG-ORCHARD,PAYMENT,48,2,2,0.0,Low
2025-08-15 03:50:00+00:00,SG-ORCHARD,WITHDRAWAL,23,2,2,0.0,Low
2025-08-15 03:50:00+00:00,SG-JURONG,TRANSFER,37,2,0,3239.7,Low
2025-08-15 03:50:00+00:00,SG-JURONG,PAYMENT,34,0,0,0.0,Low
2025-08-15 03:50:00+00:00,SG-JURONG,WITHDRAWAL,26,2,1,931.34,Low
2025-08-15 03:50:00+00:00,SG-WOODLANDS,TRANSFER,28,0,0,0.0,Low
2025-08-15 03:50:00+00:00,SG-WOODLANDS,PAYMENT,39,0,0,0.0,Low
2025-08-15 03:50:00+00:00,SG-WOODLANDS,WITHDRAWAL,28,1,1,0.0,Low
2025-08-15 04:00:00+00:00,SG-MAIN,TRANSFER,19,0,0,0.0,Low
2025-08-15 04:00:00+00:00,SG-MAIN,PAYMENT,50,2,2,0.0,Low
2025-08-15 04:00:00+00:00,SG-MAIN,WITHDRAWAL,17,0,0,0.0,Low
2025-08-15 04:00:00+00:00,SG-TAMP,TRANSFER,26,2,1,1171.66,Low
2025-08-15 04:00:00+00:00,SG-TAMP,PAYMENT,39,0,0,0.0,Low
2025-08-15 04:00:00+00:00,SG-TAMP,WITHDRAWAL,24,0,0,0.0,Low
2025-08-15 04:00:00+00:00,SG-ORCHARD,TRANSFER,34,1,0,1028.0,Low
2025-08-15 04:00:00+00:00,SG-ORCHARD,PAYMENT,42,1,1,0.0,Low
2025-08-15 04:00:00+00:00,SG-ORCHARD,WITHDRAWAL,27,1,1,0.0,Low
2025-08-15 04:00:00+00:00,SG-JURONG,TRANSFER,41,0,0,0.0,Low
2025-08-15 04:00:00+00:00,SG-JURONG,PAYMENT,43,0,0,0.0,Low
2025-08-15 04:00:00+00:00,SG-JURONG,WITHDRAWAL,25,0,0,0.0,Low
2025-08-15 04:00:00+00:00,SG-WOODLANDS,TRANSFER,19,0,0,0.0,Low
2025-08-15 04:00:00+00:00,SG-WOODLANDS,PAYMENT,43,2,2,0.0,Low
2025-08-15 04:00:00+00:00,SG-WOODLANDS,WITHDRAWAL,31,0,0,0.0,Low
2025-08-15 04:10:00+00:00,SG-MAIN,TRANSFER,42,2,2,0.0,Low
2025-08-15 04:10:00+00:00,SG-MAIN,PAYMENT,53,1,1,0.0,Low
2025-08-15 04:10:00+00:00,SG-MAIN,WITHDRAWAL,32,2,2,0.0,Low
2025-08-15 04:10:00+00:00,SG-TAMP,TRANSFER,31,1,0,892.31,Low
2025-08-15 04:10:00+00:00,SG-TAMP,PAYMENT,39,0,0,0.0,Low
2025-08-15 04:10:00+00:00,SG-TAMP,WITHDRAWAL,21,0,0,0.0,Low
2025-08-15 04:10:00+00:00,SG-ORCHARD,TRANSFER,44,0,0,0.0,Low
2025-08-15 04:10:00+00:00,SG-ORCHARD,PAYMENT,66,0,0,0.0,Low
2025-08-15 04:10:00+00:00,SG-ORCHARD,WITHDRAWAL,25,1,0,1309.7,Low
2025-08-15 04:10:00+00:00,SG-JURONG,TRANSFER,25,0,0,0.0,Low
2025-08-15 04:10:00+00:00,SG-JURONG,PAYMENT,35,0,0,0.0,Low
2025-08-15 04:10:00+00:00,SG-JURONG,WITHDRAWAL,18,0,0,0.0,Low
2025-08-15 04:10:00+00:00,SG-WOODLANDS,TRANSFER,19,1,0,1489.32,Low
2025-08-15 04:10:00+00:00,SG-WOODLANDS,PAYMENT,40,0,0,0.0,Low
2025-08-15 04:10:00+00:00,SG-WOODLANDS,WITHDRAWAL,22,0,0,0.0,Low
2025-08-15 04:20:00+00:00,SG-MAIN,TRANSFER,34,2,2,0.0,Low
2025-08-15 04:20:00+00:00,SG-MAIN,PAYMENT,45,0,0,0.0,Low
2025-08-15 04:20:00+00:00,SG-MAIN,WITHDRAWAL,26,0,0,0.0,Low
2025-08-15 04:20:00+00:00,SG-TAMP,TRANSFER,32,2,0,2765.54,Low
2025-08-15 04:20:00+00:00,SG-TAMP,PAYMENT,57,0,0,0.0,Low
2025-08-15 04:20:00+00:00,SG-TAMP,WITHDRAWAL,18,0,0,0.0,Low
2025-08-15 04:20:00+00:00,SG-ORCHARD,TRANSFER,35,1,1,0.0,Low
2025-08-15 04:20:00+00:00,SG-ORCHARD,PAYMENT,58,0,0,0.0,Low
2025-08-15 04:20:00+00:00,SG-ORCHARD,WITHDRAWAL,37,0,0,0.0,Low
2025-08-15 04:20:00+00:00,SG-JURONG,TRANSFER,27,2,2,0.0,Low
2025-08-15 04:20:00+00:00,SG-JURONG,PAYMENT,45,0,0,0.0,Low
2025-08-15 04:20:00+00:00,SG-JURONG,WITHDRAWAL,20,1,1,0.0,Low
2025-08-15 04:20:00+00:00,SG-WOODLANDS,TRANSFER,35,0,0,0.0,Low
2025-08-15 04:20:00+00:00,SG-WOODLANDS,PAYMENT,34,0,0,0.0,Low
2025-08-15 04:20:00+00:00,SG-WOODLANDS,WITHDRAWAL,32,1,0,515.23,Low
2025-08-15 04:30:00+00:00,SG-MAIN,TRANSFER,32,1,1,0.0,Low
2025-08-15 04:30:00+00:00,SG-MAIN,PAYMENT,57,0,0,0.0,Low
2025-08-15 04:30:00+00:00,SG-MAIN,WITHDRAWAL,36,0,0,0.0,Low
2025-08-15 04:30:00+00:00,SG-TAMP,TRANSFER,18,0,0,0.0,Low
2025-08-15 04:30:00+00:00,SG-TAMP,PAYMENT,53,0,0,0.0,Low
2025-08-15 04:30:00+00:00,SG-TAMP,WITHDRAWAL,31,0,0,0.0,Low
2025-08-15 04:30:00+00:00,SG-ORCHARD,TRANSFER,29,1,0,1198.98,Low
2025-08-15 04:30:00+00:00,SG-ORCHARD,PAYMENT,48,2,2,0.0,Low
2025-08-15 04:30:00+00:00,SG-ORCHARD,WITHDRAWAL,33,0,0,0.0,Low
2025-08-15 04:30:00+00:00,SG-JURONG,TRANSFER,31,0,0,0.0,Low
2025-08-15 04:30:00+00:00,SG-JURONG,PAYMENT,43,1,0,1468.57,Low
2025-08-15 04:30:00+00:00,SG-JURONG,WITHDRAWAL,22,0,0,0.0,Low
2025-08-15 04:30:00+00:00,SG-WOODLANDS,TRANSFER,28,1,1,0.0,Low
2025-08-15 04:30:00+00:00,SG-WOODLANDS,PAYMENT,24,0,0,0.0,Low
2025-08-15 04:30:00+00:00,SG-WOODLANDS,WITHDRAWAL,29,1,0,1545.28,Low
2025-08-15 04:40:00+00:00,SG-MAIN,TRANSFER,31,2,2,0.0,Low
2025-08-15 04:40:00+00:00,SG-MAIN,PAYMENT,54,0,0,0.0,Low
2025-08-15 04:40:00+00:00,SG-MAIN,WITHDRAWAL,34,1,1,0.0,Low
2025-08-15 04:40:00+00:00,SG-TAMP,TRANSFER,37,1,1,0.0,Low
2025-08-15 04:40:00+00:00,SG-TAMP,PAYMENT,37,0,0,0.0,Low
2025-08-15 04:40:00+00:00,SG-TAMP,WITHDRAWAL,27,0,0,0.0,Low
2025-08-15 04:40:00+00:00,SG-ORCHARD,TRANSFER,31,1,1,0.0,Low
2025-08-15 04:40:00+00:00,SG-ORCHARD,PAYMENT,43,2,1,1662.0,Low
2025-08-15 04:40:00+00:00,SG-ORCHARD,WITHDRAWAL,32,3,3,0.0,Medium
2025-08-15 04:40:00+00:00,SG-JURONG,TRANSFER,30,0,0,0.0,Low
2025-08-15 04:40:00+00:00,SG-JURONG,PAYMENT,50,2,1,626.22,Low
2025-08-15 04:40:00+00:00,SG-JURONG,WITHDRAWAL,30,0,0,0.0,Low
2025-08-15 04:40:00+00:00,SG-WOODLANDS,TRANSFER,32,0,0,0.0,Low
2025-08-15 04:40:00+00:00,SG-WOODLANDS,PAYMENT,36,0,0,0.0,Low
2025-08-15 04:40:00+00:00,SG-WOODLANDS,WITHDRAWAL,24,0,0,0.0,Low
2025-08-15 04:50:00+00:00,SG-MAIN,TRANSFER,44,1,0,205.48,Low
2025-08-15 04:50:00+00:00,SG-MAIN,PAYMENT,57,1,0,1607.98,Low
2025-08-15 04:50:00+00:00,SG-MAIN,WITHDRAWAL,25,1,1,0.0,Low
2025-08-15 04:50:00+00:00,SG-TAMP,TRANSFER,28,2,1,1187.74,Low
2025-08-15 04:50:00+00:00,SG-TAMP,PAYMENT,52,0,0,0.0,Low
2025-08-15 04:50:00+00:00,SG-TAMP,WITHDRAWAL,27,0,0,0.0,Low
2025-08-15 04:50:00+00:00,SG-ORCHARD,TRANSFER,44,1,1,0.0,Low
2025-08-15 04:50:00+00:00,SG-ORCHARD,PAYMENT,47,0,0,0.0,Low
2025-08-15 04:50:00+00:00,SG-ORCHARD,WITHDRAWAL,21,0,0,0.0,Low
2025-08-15 04:50:00+00:00,SG-JURONG,TRANSFER,33,1,0,1192.63,Low
2025-08-15 04:50:00+00:00,SG-JURONG,PAYMENT,45,0,0,0.0,Low
2025-08-15 04:50:00+00:00,SG-JURONG,WITHDRAWAL,24,0,0,0.0,Low
2025-08-15 04:50:00+00:00,SG-WOODLANDS,TRANSFER,35,0,0,0.0,Low
2025-08-15 04:50:00+00:00,SG-WOODLANDS,PAYMENT,37,0,0,0.0,Low
2025-08-15 04:50:00+00:00,SG-WOODLANDS,WITHDRAWAL,27,0,0,0.0,Low
2025-08-15 05:00:00+00:00,SG-MAIN,TRANSFER,42,0,0,0.0,Low
2025-08-15 05:00:00+00:00,SG-MAIN,PAYMENT,47,0,0,0.0,Low
2025-08-15 05:00:00+00:00,SG-MAIN,WITHDRAWAL,31,1,1,0.0,Low
2025-08-15 05:00:00+00:00,SG-TAMP,TRANSFER,26,1,1,0.0,Low
2025-08-15 05:00:00+00:00,SG-TAMP,PAYMENT,35,0,0,0.0,Low
2025-08-15 05:00:00+00:00,SG-TAMP,WITHDRAWAL,19,0,0,0.0,Low
2025-08-15 05:00:00+00:00,SG-ORCHARD,TRANSFER,41,2,1,1397.51,Low
2025-08-15 05:00:00+00:00,SG-ORCHARD,PAYMENT,50,1,0,946.25,Low
2025-08-15 05:00:00+00:00,SG-ORCHARD,WITHDRAWAL,30,1,1,0.0,Low
2025-08-15 05:00:00+00:00,SG-JURONG,TRANSFER,32,2,2,0.0,Low
2025-08-15 05:00:00+00:00,SG-JURONG,PAYMENT,44,0,0,0.0,Low
2025-08-15 05:00:00+00:00,SG-JURONG,WITHDRAWAL,21,0,0,0.0,Low
2025-08-15 05:00:00+00:00,SG-WOODLANDS,TRANSFER,35,0,0,0.0,Low
2025-08-15 05:00:00+00:00,SG-WOODLANDS,PAYMENT,44,1,1,0.0,Low
2025-08-15 05:00:00+00:00,SG-WOODLANDS,WITHDRAWAL,27,0,0,0.0,Low
2025-08-15 05:10:00+00:00,SG-MAIN,TRANSFER,35,0,0,0.0,Low
2025-08-15 05:10:00+00:00,SG-MAIN,PAYMENT,64,1,0,1798.03,Low
2025-08-15 05:10:00+00:00,SG-MAIN,WITHDRAWAL,26,0,0,0.0,Low
2025-08-15 05:10:00+00:00,SG-TAMP,TRANSFER,29,3,0,3763.3,Medium
2025-08-15 05:10:00+00:00,SG-TAMP,PAYMENT,61,0,0,0.0,Low
2025-08-15 05:10:00+00:00,SG-TAMP,WITHDRAWAL,34,0,0,0.0,Low
2025-08-15 05:10:00+00:00,SG-ORCHARD,TRANSFER,46,1,1,0.0,Low
2025-08-15 05:10:00+00:00,SG-ORCHARD,PAYMENT,52,0,0,0.0,Low
2025-08-15 05:10:00+00:00,SG-ORCHARD,WITHDRAWAL,32,1,1,0.0,Low
2025-08-15 05:10:00+00:00,SG-JURONG,TRANSFER,29,0,0,0.0,Low
2025-08-15 05:10:00+00:00,SG-JURONG,PAYMENT,53,0,0,0.0,Low
2025-08-15 05:10:00+00:00,SG-JURONG,WITHDRAWAL,31,0,0,0.0,Low
2025-08-15 05:10:00+00:00,SG-WOODLANDS,TRANSFER,27,1,1,0.0,Low
2025-08-15 05:10:00+00:00,SG-WOODLANDS,PAYMENT,30,0,0,0.0,Low
2025-08-15 05:10:00+00:00,SG-WOODLANDS,WITHDRAWAL,19,0,0,0.0,Low
2025-08-15 05:20:00+00:00,SG-MAIN,TRANSFER,36,2,1,138.51,Low
2025-08-15 05:20:00+00:00,SG-MAIN,PAYMENT,54,0,0,0.0,Low
2025-08-15 05:20:00+00:00,SG-MAIN,WITHDRAWAL,33,1,0,950.03,Low
2025-08-15 05:20:00+00:00,SG-TAMP,TRANSFER,30,0,0,0.0,Low
2025-08-15 05:20:00+00:00,SG-TAMP,PAYMENT,42,0,0,0.0,Low
2025-08-15 05:20:00+00:00,SG-TAMP,WITHDRAWAL,31,0,0,0.0,Low
2025-08-15 05:20:00+00:00,SG-ORCHARD,TRANSFER,39,2,1,1315.67,Low
2025-08-15 05:20:00+00:00,SG-ORCHARD,PAYMENT,41,0,0,0.0,Low
2025-08-15 05:20:00+00:00,SG-ORCHARD,WITHDRAWAL,26,0,0,0.0,Low
2025-08-15 05:20:00+00:00,SG-JURONG,TRANSFER,32,0,0,0.0,Low
2025-08-15 05:20:00+00:00,SG-JURONG,PAYMENT,61,1,0,1641.92,Low
2025-08-15 05:20:00+00:00,SG-JURONG,WITHDRAWAL,18,0,0,0.0,Low
2025-08-15 05:20:00+00:00,SG-WOODLANDS,TRANSFER,32,1,1,0.0,Low
2025-08-15 05:20:00+00:00,SG-WOODLANDS,PAYMENT,48,1,0,913.75,Low
2025-08-15 05:20:00+00:00,SG-WOODLANDS,WITHDRAWAL,25,2,1,739.9,Low
2025-08-15 05:30:00+00:00,SG-MAIN,TRANSFER,31,1,0,1353.37,Low
2025-08-15 05:30:00+00:00,SG-MAIN,PAYMENT,47,0,0,0.0,Low
2025-08-15 05:30:00+00:00,SG-MAIN,WITHDRAWAL,38,1,0,553.26,Low
2025-08-15 05:30:00+00:00,SG-TAMP,TRANSFER,27,1,1,0.0,Low
2025-08-15 05:30:00+00:00,SG-TAMP,PAYMENT,36,1,1,0.0,Low
2025-08-15 05:30:00+00:00,SG-TAMP,WITHDRAWAL,26,0,0,0.0,Low
2025-08-15 05:30:00+00:00,SG-ORCHARD,TRANSFER,44,4,3,314.71,Medium
2025-08-15 05:30:00+00:00,SG-ORCHARD,PAYMENT,63,0,0,0.0,Low
2025-08-15 05:30:00+00:00,SG-ORCHARD,WITHDRAWAL,24,0,0,0.0,Low
2025-08-15 05:30:00+00:00,SG-JURONG,TRANSFER,29,0,0,0.0,Low
2025-08-15 05:30:00+00:00,SG-JURONG,PAYMENT,44,0,0,0.0,Low
2025-08-15 05:30:00+00:00,SG-JURONG,WITHDRAWAL,25,0,0,0.0,Low
2025-08-15 05:30:00+00:00,SG-WOODLANDS,TRANSFER,30,1,1,0.0,Low
2025-08-15 05:30:00+00:00,SG-WOODLANDS,PAYMENT,44,0,0,0.0,Low
2025-08-15 05:30:00+00:00,SG-WOODLANDS,WITHDRAWAL,26,0,0,0.0,Low
2025-08-15 05:40:00+00:00,SG-MAIN,TRANSFER,29,2,2,0.0,Low
2025-08-15 05:40:00+00:00,SG-MAIN,PAYMENT,56,0,0,0.0,Low
2025-08-15 05:40:00+00:00,SG-MAIN,WITHDRAWAL,37,2,0,1058.64,Low
2025-08-15 05:40:00+00:00,SG-TAMP,TRANSFER,35,0,0,0.0,Low
2025-08-15 05:40:00+00:00,SG-TAMP,PAYMENT,48,0,0,0.0,Low
2025-08-15 05:40:00+00:00,SG-TAMP,WITHDRAWAL,28,0,0,0.0,Low
2025-08-15 05:40:00+00:00,SG-ORCHARD,TRANSFER,50,1,1,0.0,Low
2025-08-15 05:40:00+00:00,SG-ORCHARD,PAYMENT,51,0,0,0.0,Low
2025-08-15 05:40:00+00:00,SG-ORCHARD,WITHDRAWAL,48,1,0,873.06,Low
2025-08-15 05:40:00+00:00,SG-JURONG,TRANSFER,29,0,0,0.0,Low
2025-08-15 05:40:00+00:00,SG-JURONG,PAYMENT,39,0,0,0.0,Low
2025-08-15 05:40:00+00:00,SG-JURONG,WITHDRAWAL,25,0,0,0.0,Low
2025-08-15 05:40:00+00:00,SG-WOODLANDS,TRANSFER,25,0,0,0.0,Low
2025-08-15 05:40:00+00:00,SG-WOODLANDS,PAYMENT,41,1,1,0.0,Low
2025-08-15 05:40:00+00:00,SG-WOODLANDS,WITHDRAWAL,24,0,0,0.0,Low
2025-08-15 05:50:00+00:00,SG-MAIN,TRANSFER,33,0,0,0.0,Low
2025-08-15 05:50:00+00:00,SG-MAIN,PAYMENT,44,1,1,0.0,Low
2025-08-15 05:50:00+00:00,SG-MAIN,WITHDRAWAL,34,1,0,693.78,Low
2025-08-15 05:50:00+00:00,SG-TAMP,TRANSFER,28,1,1,0.0,Low
2025-08-15 05:50:00+00:00,SG-TAMP,PAYMENT,52,1,1,0.0,Low
2025-08-15 05:50:00+00:00,SG-TAMP,WITHDRAWAL,15,0,0,0.0,Low
2025-08-15 05:50:00+00:00,SG-ORCHARD,TRANSFER,34,0,0,0.0,Low
2025-08-15 05:50:00+00:00,SG-ORCHARD,PAYMENT,46,0,0,0.0,Low
2025-08-15 05:50:00+00:00,SG-ORCHARD,WITHDRAWAL,28,0,0,0.0,Low
2025-08-15 05:50:00+00:00,SG-JURONG,TRANSFER,44,1,1,0.0,Low
2025-08-15 05:50:00+00:00,SG-JURONG,PAYMENT,53,1,0,849.71,Low
2025-08-15 05:50:00+00:00,SG-JURONG,WITHDRAWAL,32,0,0,0.0,Low
2025-08-15 05:50:00+00:00,SG-WOODLANDS,TRANSFER,37,2,2,0.0,Low
2025-08-15 05:50:00+00:00,SG-WOODLANDS,PAYMENT,40,0,0,0.0,Low
2025-08-15 05:50:00+00:00,SG-WOODLANDS,WITHDRAWAL,25,0,0,0.0,Low
2025-08-15 06:00:00+00:00,SG-MAIN,TRANSFER,38,0,0,0.0,Low
2025-08-15 06:00:00+00:00,SG-MAIN,PAYMENT,66,0,0,0.0,Low
2025-08-15 06:00:00+00:00,SG-MAIN,WITHDRAWAL,32,0,0,0.0,Low
2025-08-15 06:00:00+00:00,SG-TAMP,TRANSFER,35,0,0,0.0,Low
2025-08-15 06:00:00+00:00,SG-TAMP,PAYMENT,51,1,1,0.0,Low
2025-08-15 06:00:00+00:00,SG-TAMP,WITHDRAWAL,22,0,0,0.0,Low
2025-08-15 06:00:00+00:00,SG-ORCHARD,TRANSFER,45,1,0,313.51,Low
2025-08-15 06:00:00+00:00,SG-ORCHARD,PAYMENT,55,0,0,0.0,Low
2025-08-15 06:00:00+00:00,SG-ORCHARD,WITHDRAWAL,33,0,0,0.0,Low
2025-08-15 06:00:00+00:00,SG-JURONG,TRANSFER,34,1,1,0.0,Low
2025-08-15 06:00:00+00:00,SG-JURONG,PAYMENT,40,0,0,0.0,Low
2025-08-15 06:00:00+00:00,SG-JURONG,WITHDRAWAL,31,0,0,0.0,Low
2025-08-15 06:00:00+00:00,SG-WOODLANDS,TRANSFER,31,1,0,267.44,Low
2025-08-15 06:00:00+00:00,SG-WOODLANDS,PAYMENT,60,0,0,0.0,Low
2025-08-15 06:00:00+00:00,SG-WOODLANDS,WITHDRAWAL,26,0,0,0.0,Low
2025-08-15 06:10:00+00:00,SG-MAIN,TRANSFER,49,2,2,0.0,Low
2025-08-15 06:10:00+00:00,SG-MAIN,PAYMENT,52,0,0,0.0,Low
2025-08-15 06:10:00+00:00,SG-MAIN,WITHDRAWAL,45,2,2,0.0,Low
2025-08-15 06:10:00+00:00,SG-TAMP,TRANSFER,33,1,1,0.0,Low
2025-08-15 06:10:00+00:00,SG-TAMP,PAYMENT,36,0,0,0.0,Low
2025-08-15 06:10:00+00:00,SG-TAMP,WITHDRAWAL,28,0,0,0.0,Low
2025-08-15 06:10:00+00:00,SG-ORCHARD,TRANSFER,41,1,1,0.0,Low
2025-08-15 06:10:00+00:00,SG-ORCHARD,PAYMENT,61,1,0,996.93,Low
2025-08-15 06:10:00+00:00,SG-ORCHARD,WITHDRAWAL,41,0,0,0.0,Low
2025-08-15 06:10:00+00:00,SG-JURONG,TRANSFER,33,3,2,275.88,Medium
2025-08-15 06:10:00+00:00,SG-JURONG,PAYMENT,49,1,1,0.0,Low
2025-08-15 06:10:00+00:00,SG-JURONG,WITHDRAWAL,30,1,0,1580.01,Low
2025-08-15 06:10:00+00:00,SG-WOODLANDS,TRANSFER,27,1,1,0.0,Low
2025-08-15 06:10:00+00:00,SG-WOODLANDS,PAYMENT,39,0,0,0.0,Low
2025-08-15 06:10:00+00:00,SG-WOODLANDS,WITHDRAWAL,22,1,0,455.66,Low
2025-08-15 06:20:00+00:00,SG-MAIN,TRANSFER,44,1,1,0.0,Low
2025-08-15 06:20:00+00:00,SG-MAIN,PAYMENT,38,1,0,1390.93,Low
2025-08-15 06:20:00+00:00,SG-MAIN,WITHDRAWAL,32,0,0,0.0,Low
2025-08-15 06:20:00+00:00,SG-TAMP,TRANSFER,33,0,0,0.0,Low
2025-08-15 06:20:00+00:00,SG-TAMP,PAYMENT,53,3,3,0.0,Medium
2025-08-15 06:20:00+00:00,SG-TAMP,WITHDRAWAL,28,0,0,0.0,Low
2025-08-15 06:20:00+00:00,SG-ORCHARD,TRANSFER,35,2,2,0.0,Low
2025-08-15 06:20:00+00:00,SG-ORCHARD,PAYMENT,68,0,0,0.0,Low
2025-08-15 06:20:00+00:00,SG-ORCHARD,WITHDRAWAL,31,0,0,0.0,Low
2025-08-15 06:20:00+00:00,SG-JURONG,TRANSFER,29,0,0,0.0,Low
2025-08-15 06:20:00+00:00,SG-JURONG,PAYMENT,50,1,1,0.0,Low
2025-08-15 06:20:00+00:00,SG-JURONG,WITHDRAWAL,27,1,1,0.0,Low
2025-08-15 06:20:00+00:00,SG-WOODLANDS,TRANSFER,34,0,0,0.0,Low
2025-08-15 06:20:00+00:00,SG-WOODLANDS,PAYMENT,42,0,0,0.0,Low
2025-08-15 06:20:00+00:00,SG-WOODLANDS,WITHDRAWAL,33,0,0,0.0,Low
2025-08-15 06:30:00+00:00,SG-MAIN,TRANSFER,48,1,1,0.0,Low
2025-08-15 06:30:00+00:00,SG-MAIN,PAYMENT,64,0,0,0.0,Low
2025-08-15 06:30:00+00:00,SG-MAIN,WITHDRAWAL,40,0,0,0.0,Low
2025-08-15 06:30:00+00:00,SG-TAMP,TRANSFER,45,1,1,0.0,Low
2025-08-15 06:30:00+00:00,SG-TAMP,PAYMENT,50,0,0,0.0,Low
2025-08-15 06:30:00+00:00,SG-TAMP,WITHDRAWAL,30,0,0,0.0,Low
